4, format,CWE-134,
4, format,CWE-134,
4, format,CWE-134,
4, format,CWE-134,
4, format,CWE-134,
4, buffer,CWE-120,
4, buffer,CWE-120,
4, buffer,CWE-120,
4, shell,CWE-78,
4, format,CWE-134,
4, format,CWE-134,
4, format,CWE-134,
4, shell,CWE-78,
4, shell,CWE-78,
4, format,CWE-134,
4, shell,CWE-78,
4, race,CWE-362/CWE-367,
4, race,CWE-362/CWE-367,
4, race,CWE-362/CWE-367,
4, race,CWE-362/CWE-367,
4, race,CWE-362/CWE-367,
4, race,CWE-362/CWE-367,
4, buffer,CWE-120,
4, buffer,CWE-120,
4, buffer,CWE-120,
4, buffer,CWE-120,
4, shell,CWE-78,
4, shell,CWE-78,
4, shell,CWE-78,
4, race,CWE-362/CWE-367,
4, race,CWE-362/CWE-367,
4, format,CWE-134,
4, format,CWE-134,
4, format,CWE-134,
4, format,CWE-134,
4, shell,CWE-78,
4, shell,CWE-78,
4, shell,CWE-78,
4, shell,CWE-78,
4, shell,CWE-78,
4, shell,CWE-78,
4, shell,CWE-78,
4, shell,CWE-78,
4, shell,CWE-78,
4, shell,CWE-78,
4, shell,CWE-78,
4, shell,CWE-78,
4, shell,CWE-78,
4, shell,CWE-78,
4, shell,CWE-78,
4, format,CWE-134,
4, format,CWE-134,
4, format,CWE-134,
4, format,CWE-134,
4, shell,CWE-78,
4, shell,CWE-78,
4, shell,CWE-78,
4, buffer,CWE-120,
4, buffer,CWE-120,
4, format,CWE-134,
4, format,CWE-134,
4, format,CWE-134,
4, format,CWE-134,
3, random,CWE-327,
3, random,CWE-327,
3, random,CWE-327,
3, random,CWE-327,
3, random,CWE-327,
3, random,CWE-327,
3, random,CWE-327,
3, buffer,CWE-807, CWE-20,
3, buffer,CWE-807, CWE-20,
3, buffer,CWE-807, CWE-20,
3, random,CWE-327,
3, random,CWE-327,
3, random,CWE-327,
3, random,CWE-327,
3, random,CWE-327,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, buffer,CWE-119:CWE-120,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, misc,CWE-362,
2, buffer,CWE-120,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-120,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, buffer,CWE-120,
2, misc,CWE-362,
2, misc,CWE-362,
2, buffer,CWE-119:CWE-120,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, buffer,CWE-120,
2, buffer,CWE-120,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, buffer,CWE-120,
2, buffer,CWE-120,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-120,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, buffer,CWE-119:CWE-120,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, buffer,CWE-120,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, buffer,CWE-120,
2, buffer,CWE-120,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, buffer,CWE-120,
2, buffer,CWE-120,
2, buffer,CWE-120,
2, misc,CWE-362,
2, misc,CWE-362,
2, buffer,CWE-119:CWE-120,
2, misc,CWE-362,
2, misc,CWE-362,
2, buffer,CWE-119:CWE-120,
2, misc,CWE-362,
2, buffer,CWE-119:CWE-120,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, buffer,CWE-120,
2, buffer,CWE-120,
2, buffer,CWE-119:CWE-120,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, buffer,CWE-119:CWE-120,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, misc,CWE-362,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, buffer,CWE-120,
2, buffer,CWE-120,
2, buffer,CWE-120,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-120,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-120,
2, buffer,CWE-120,
2, buffer,CWE-120,
2, misc,CWE-362,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, misc,CWE-362,
2, misc,CWE-362,
2, buffer,CWE-119:CWE-120,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-120,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-120,
2, buffer,CWE-120,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-120,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-120,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, integer,CWE-190,
2, integer,CWE-190,
2, integer,CWE-190,
2, integer,CWE-190,
2, integer,CWE-190,
2, integer,CWE-190,
2, misc,CWE-362,
2, buffer,CWE-119:CWE-120,
2, buffer,CWE-119:CWE-120,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, misc,CWE-362,
2, buffer,CWE-120,
2, buffer,CWE-120,
2, buffer,CWE-120,
2, buffer,CWE-120,
